id,date_submitted,street,ward,district,city,detailed_address,area(m2),price(milion_vnd),hot_and_cold_water_machine,washing_machine,fridge,camera,fingerprint_door_lock/magnetic_card,parking,air_conditioner,balcony
22001408,06/03/2023,Đường Hoàng Xuân Nhị, Phường Phú Trung, Quận Tân Phú, TPHCM,"Đường Hoàng Xuân Nhị, Phường Phú Trung, Quận Tân Phú, TPHCM",28,3.5,0,0,0,0,1,0,0,0
22034389,06/03/2023,Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TPHCM,"Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TPHCM",30,5.8,0,0,0,0,0,0,0,0
22001755,06/03/2023,Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, TPHCM,"Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, TPHCM",25,3.9,0,0,0,0,0,0,0,0
22001383,06/03/2023,Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TPHCM,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TPHCM",22,3.7,0,0,0,0,1,0,0,0
22010081,06/03/2023,Đường Xuân Hồng, Phường 12, Quận Tân Bình, TPHCM,"Đường Xuân Hồng, Phường 12, Quận Tân Bình, TPHCM",28,4.5,0,0,0,0,1,0,0,0
22038459,06/03/2023,Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, TPHCM,"Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, TPHCM",30,4.5,0,0,0,0,0,0,1,0
22038474,06/03/2023,Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, TPHCM,"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, TPHCM",25,3.8,0,0,0,0,0,0,0,0
21995375,06/03/2023,Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, TPHCM,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, TPHCM",40,5.9,0,0,0,0,1,0,0,0
21996724,06/03/2023,Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM,"Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",30,3.4,0,0,1,0,0,1,1,0
22004791,06/03/2023,Đường Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, TPHCM,"Đường Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, TPHCM",35,4.5,0,0,1,0,0,0,1,0
22004783,06/03/2023,Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TPHCM,"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TPHCM",17,2,0,0,0,0,0,0,0,0
22010127,06/03/2023,Đường Cách Mạng Tháng 8, Phường 4, Quận 3, TPHCM,"Đường Cách Mạng Tháng 8, Phường 4, Quận 3, TPHCM",22,4.3,0,0,0,0,0,1,0,1
22021149,06/03/2023,Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",25,4.5,0,0,0,0,0,0,0,0
22020502,06/03/2023,Đường Dương Văn Dương, Phường Tân Quý, Quận Tân Phú, TPHCM,"Đường Dương Văn Dương, Phường Tân Quý, Quận Tân Phú, TPHCM",30,4.5,0,1,0,1,0,0,1,0
22027887,06/03/2023,Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",25,4.5,0,0,0,0,1,1,0,0
22029898,06/03/2023,Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TPHCM,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TPHCM",30,5.9,0,0,0,0,0,0,0,0
22041697,06/03/2023,Đường Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",25,4.5,1,1,1,0,0,0,1,0
22030703,06/03/2023,Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",25,4.1,0,0,0,0,1,0,0,0
22041465,06/03/2023,Đường Tân Sơn, Phường 15, Quận Tân Bình, TPHCM,"Đường Tân Sơn, Phường 15, Quận Tân Bình, TPHCM",30,4.5,0,0,0,0,0,0,0,0
22040430,06/03/2023,Đường Lò Lu, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Lò Lu, Phường Trường Thạnh, Quận 9 (TP. Thủ Đức), TPHCM",25,3.6,0,0,0,0,0,0,1,0
22036325,06/03/2023,Đường B2, Phường Tây Thạnh, Quận Tân Phú, TPHCM,"Đường B2, Phường Tây Thạnh, Quận Tân Phú, TPHCM",22,3.8,0,0,0,0,0,0,0,0
22036331,06/03/2023,Đường B2, Phường Tây Thạnh, Quận Tân Phú, TPHCM,"Đường B2, Phường Tây Thạnh, Quận Tân Phú, TPHCM",22,2.9,0,0,0,0,0,1,0,0
22036339,06/03/2023,Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TPHCM,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TPHCM",22,3.5,0,1,1,0,0,0,0,0
21987369,06/03/2023,Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TPHCM,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TPHCM",25,5,0,0,0,0,0,1,0,0
22001062,06/03/2023,Đường Chu Văn An, Phường 26, Quận Bình Thạnh, TPHCM,"Đường Chu Văn An, Phường 26, Quận Bình Thạnh, TPHCM",28,5,0,0,0,0,0,1,0,0
22041035,06/03/2023,Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",35,3.3,0,0,0,0,0,1,0,0
22042170,06/03/2023,Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, TPHCM",23,5.5,0,0,0,0,1,0,0,0
22042112,06/03/2023,Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",23,4.9,0,0,1,0,0,0,1,0
22042090,06/03/2023,Đường Bình Quới, Phường 27, Quận Bình Thạnh, TPHCM,"Đường Bình Quới, Phường 27, Quận Bình Thạnh, TPHCM",16,3.5,0,0,0,0,0,0,0,0
22042091,06/03/2023,Đường Bàn Cờ, Phường 3, Quận 3, TPHCM,"Đường Bàn Cờ, Phường 3, Quận 3, TPHCM",15,4.4,0,0,0,0,0,1,0,0
21996250,06/03/2023,Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM",25,5.1,0,1,0,1,1,0,1,0
22003392,06/03/2023,Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM,"Đường Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",25,4.1,0,0,0,0,0,0,0,0
21995906,06/03/2023,Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, TPHCM,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, TPHCM",22,5,0,0,0,0,0,0,0,0
21995385,06/03/2023,Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, TPHCM,"Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, TPHCM",25,5.3,0,1,1,0,1,0,1,0
22005855,06/03/2023,Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TPHCM,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TPHCM",28,4.9,0,0,0,0,1,1,0,0
21998050,06/03/2023,Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM",30,5,1,1,1,0,0,0,1,1
21995553,06/03/2023,Đường Nguyễn Văn Đậu, Phường 5, Quận Phú Nhuận, TPHCM,"Đường Nguyễn Văn Đậu, Phường 5, Quận Phú Nhuận, TPHCM",35,5.9,1,1,1,0,0,1,1,1
22005852,06/03/2023,Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TPHCM,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TPHCM",28,5.2,0,0,1,0,0,1,0,1
21966093,06/03/2023,Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, TPHCM,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, TPHCM",40,7,0,0,1,0,1,0,1,1
21998024,06/03/2023,Đường Quốc Lộ 13, Phường 26, Quận Bình Thạnh, TPHCM,"Đường Quốc Lộ 13, Phường 26, Quận Bình Thạnh, TPHCM",30,5.5,0,0,1,0,1,0,1,1
21998098,06/03/2023,Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",23,4,0,1,0,0,0,0,0,0
21979507,06/03/2023,Đường Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, TPHCM,"Đường Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, TPHCM",30,4.5,0,1,1,0,0,0,1,1
22008838,06/03/2023,Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, TPHCM,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, TPHCM",22,4.3,0,1,0,1,1,0,1,0
22007628,06/03/2023,Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, TPHCM,"Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, TPHCM",22,4.6,0,0,0,0,0,1,0,0
22013112,06/03/2023,Đường Phạm Văn Đồng, Phường 1, Quận Gò Vấp, TPHCM,"Đường Phạm Văn Đồng, Phường 1, Quận Gò Vấp, TPHCM",32,5,0,1,0,1,1,0,0,1
22014829,06/03/2023,Đường D1, Phường 25, Quận Bình Thạnh, TPHCM,"Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",20,3.9,0,0,0,0,0,1,0,1
22042754,06/03/2023,Đường Chu Văn An, Phường 26, Quận Bình Thạnh, TPHCM,"Đường Chu Văn An, Phường 26, Quận Bình Thạnh, TPHCM",20,4,0,0,0,0,0,0,0,1
22018845,06/03/2023,Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TPHCM,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TPHCM",30,5.2,0,0,0,0,0,0,1,0
22021268,06/03/2023,Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, TPHCM,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, TPHCM",20,4,0,0,1,1,0,1,0,1
22021659,06/03/2023,Đường Bàn Cờ, Phường 3, Quận 3, TPHCM,"Đường Bàn Cờ, Phường 3, Quận 3, TPHCM",25,4.4,0,0,0,0,0,1,0,0
22042826,06/03/2023,Đường D1, Phường 25, Quận Bình Thạnh, TPHCM,"Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",18,4.4,0,0,0,0,0,1,0,1
22004164,06/03/2023,Đường Nguyễn Chánh Sắt, Phường 13, Quận Tân Bình, TPHCM,"Đường Nguyễn Chánh Sắt, Phường 13, Quận Tân Bình, TPHCM",30,3.9,0,0,0,0,0,1,0,0
22004174,06/03/2023,Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, TPHCM,"Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, TPHCM",28,3.6,0,0,0,0,0,1,0,0
21994934,06/03/2023,Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM,"Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM",28,4,0,0,1,0,1,0,1,0
21997348,06/03/2023,Đường Trần Hưng Đạo, Phường 1, Quận 5, TPHCM,"Đường Trần Hưng Đạo, Phường 1, Quận 5, TPHCM",12,3,0,0,0,0,0,1,1,0
21997193,06/03/2023,Đường Trần Văn Danh, Phường 13, Quận Tân Bình, TPHCM,"Đường Trần Văn Danh, Phường 13, Quận Tân Bình, TPHCM",26,4,0,0,0,0,0,1,0,0
21997205,06/03/2023,Đường Nguyễn Chánh Sắt, Phường 13, Quận Tân Bình, TPHCM,"Đường Nguyễn Chánh Sắt, Phường 13, Quận Tân Bình, TPHCM",25,3.7,0,0,0,0,0,1,0,0
21997225,06/03/2023,Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, TPHCM,"Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, TPHCM",25,3.6,0,0,0,0,0,1,0,0
21313922,06/03/2023,Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",28,3.5,0,0,0,0,0,0,0,0
21312122,06/03/2023,Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",25,3.6,0,0,0,0,0,0,0,0
21267103,06/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",25,3.3,1,0,0,1,1,0,0,0
22043482,06/03/2023,Đường Phan Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,"Đường Phan Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM",25,2.5,0,0,0,1,1,0,0,1
21273077,06/03/2023,Đường số 28, Phường Tân Phong, Quận 7, TPHCM,"Đường số 28, Phường Tân Phong, Quận 7, TPHCM",25,3.5,1,0,1,0,0,1,1,1
22012656,06/03/2023,Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM",25,3.8,0,0,0,1,1,0,0,0
22012714,06/03/2023,Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM",25,5.5,0,0,0,1,1,0,0,0
22012761,06/03/2023,Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM",25,4,0,0,0,1,1,0,1,0
22012806,06/03/2023,Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, TPHCM,"Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, TPHCM",20,4,0,0,0,0,0,0,1,0
22012831,06/03/2023,Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, TPHCM,"Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, TPHCM",20,2.9,0,0,0,0,0,0,0,0
22012971,06/03/2023,Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM,"Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM",18,3.6,0,0,1,0,0,0,1,0
22013007,06/03/2023,Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM,"Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM",20,3.8,1,0,1,0,0,0,1,0
22013044,06/03/2023,Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM,"Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM",20,4.3,1,0,1,0,0,0,1,0
22000932,06/03/2023,Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM,"Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TPHCM",25,3.599,0,0,0,1,0,1,0,0
22000958,06/03/2023,Đường Quốc Lộ 22, Xã Trung Chánh, Huyện Hóc Môn, TPHCM,"Đường Quốc Lộ 22, Xã Trung Chánh, Huyện Hóc Môn, TPHCM",25,3.299,1,0,1,1,1,0,1,0
22000973,06/03/2023,Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, TPHCM,"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, TPHCM",25,2.799,0,0,0,0,1,0,0,0
21996459,06/03/2023,Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",25,2.5,0,0,0,1,1,0,0,0
21999364,06/03/2023,Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, TPHCM,"Đường Lê Văn Thọ, Phường 16, Quận Gò Vấp, TPHCM",25,2.899,0,0,0,1,0,1,1,0
21999779,06/03/2023,Đường Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM,"Đường Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM",25,3.5,0,0,0,0,0,0,0,1
21349817,06/03/2023,Đường Lê Thị Chợ, Phường Bình Thuận, Quận 7, TPHCM,"Đường Lê Thị Chợ, Phường Bình Thuận, Quận 7, TPHCM",25,3.9,0,1,1,0,0,0,1,1
21996463,06/03/2023,Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",24,3,0,0,0,0,1,0,0,0
21995791,06/03/2023,Đường số 36, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM,"Đường số 36, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM",25,3.599,0,0,0,0,1,0,0,0
21995962,06/03/2023,Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM",25,3.799,0,0,0,0,1,0,0,0
21356245,06/03/2023,Đường Tân Mỹ, Phường Tân Phú, Quận 7, TPHCM,"Đường Tân Mỹ, Phường Tân Phú, Quận 7, TPHCM",25,3.5,1,0,1,0,0,1,1,0
21311989,06/03/2023,Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",28,5,0,0,0,1,0,0,0,0
21979501,06/03/2023,Đường Đào Trí, Phường Phú Thuận, Quận 7, TPHCM,"Đường Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",35,4.9,0,0,0,0,0,1,0,0
21986600,06/03/2023,Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TPHCM,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TPHCM",40,4.8,0,0,0,1,0,1,0,0
21976083,06/03/2023,Đường số 45, Phường Tân Quy, Quận 7, TPHCM,"Đường số 45, Phường Tân Quy, Quận 7, TPHCM",30,4.5,0,0,0,0,0,0,0,1
21980160,06/03/2023,Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, TPHCM,"Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, TPHCM",40,4.3,0,0,0,1,1,1,0,0
21984099,06/03/2023,Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM,"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",40,4.5,0,1,0,1,0,1,0,0
22039714,06/03/2023,Đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM,"Đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",25,3.3,0,0,0,0,0,0,0,0
22040982,06/03/2023,Đường Lê Lợi, Phường 4, Quận Gò Vấp, TPHCM,"Đường Lê Lợi, Phường 4, Quận Gò Vấp, TPHCM",20,3.8,0,0,0,1,0,0,0,0
21320191,06/03/2023,Đường Trần Xuân Soạn, Phường Tân Thuận Tây, Quận 7, TPHCM,"Đường Trần Xuân Soạn, Phường Tân Thuận Tây, Quận 7, TPHCM",25,3.5,0,1,0,0,0,0,1,0
22036060,06/03/2023,Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",12,2.7,0,0,0,0,0,1,0,1
22035893,06/03/2023,Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",30,6.5,0,1,1,0,0,0,1,1
22035556,06/03/2023,Đường Lý Phục Man, Phường Bình Thuận, Quận 7, TPHCM,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, TPHCM",25,4.9,1,1,1,0,0,0,1,0
22034621,06/03/2023,Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, TPHCM,"Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, TPHCM",30,5.5,1,1,1,1,1,0,0,0
22032772,06/03/2023,Đường số 5, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM,"Đường số 5, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",30,2.8,0,0,0,1,0,1,0,0
22032635,06/03/2023,Đường Lê Lợi, Phường Bến Thành, Quận 1, TPHCM,"Đường Lê Lợi, Phường Bến Thành, Quận 1, TPHCM",20,5,1,0,1,0,0,1,1,0
22032469,06/03/2023,Đường Bùi Huy Bích, Phường 13, Quận 8, TPHCM,"Đường Bùi Huy Bích, Phường 13, Quận 8, TPHCM",16,4.3,1,1,0,0,0,0,1,0
22032549,06/03/2023,Đường Phan Đăng Lưu, Phường 2, Quận Phú Nhuận, TPHCM,"Đường Phan Đăng Lưu, Phường 2, Quận Phú Nhuận, TPHCM",50,7,0,1,1,1,1,0,1,1
22031866,06/03/2023,Đường Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, TPHCM",25,5.8,1,1,1,0,0,0,1,0
22032362,06/03/2023,Đường Lưu Nhân Chú, Phường 5, Quận Tân Bình, TPHCM,"Đường Lưu Nhân Chú, Phường 5, Quận Tân Bình, TPHCM",20,4.8,0,1,1,0,1,1,1,0
22041076,06/03/2023,Đường Hai Bà Trưng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM,"Đường Hai Bà Trưng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",35,7,0,1,1,1,0,1,1,0
22041623,06/03/2023,Đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, TPHCM,"Đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, TPHCM",20,5,0,0,0,0,1,0,0,0
22004277,06/03/2023,Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, TPHCM,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, TPHCM",35,6.5,0,1,0,1,1,0,0,0
22002237,06/03/2023,Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TPHCM",30,7.5,1,0,1,0,0,1,1,0
22044331,06/03/2023,Đường Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",35,4.5,0,0,0,0,0,1,0,1
22044908,06/03/2023,Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TPHCM,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TPHCM",25,3.8,0,0,0,0,0,0,0,1
22044841,06/03/2023,Đường 31E, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM,"Đường 31E, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",16,4,1,0,1,0,0,1,0,0
22042212,06/03/2023,Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, TPHCM,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, TPHCM",35,1,0,0,0,1,0,0,0,0
22044364,06/03/2023,Đường 12A, Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức), TPHCM,"Đường 12A, Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức), TPHCM",25,2.5,0,1,0,1,1,0,1,0
22027911,06/03/2023,Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",25,3.8,0,0,0,0,1,0,0,0
22044072,06/03/2023,Đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận, TPHCM,"Đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận, TPHCM",30,6,0,0,0,1,0,1,0,1
22043728,06/03/2023,Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, TPHCM,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, TPHCM",16,3.6,0,0,0,0,1,0,0,0
22043902,06/03/2023,Đường số 160, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM,"Đường số 160, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",35,3.5,0,0,0,0,1,1,0,0
22043787,06/03/2023,Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, TPHCM,"Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, TPHCM",25,4.5,0,0,0,1,1,1,1,0
22043856,06/03/2023,Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TPHCM,"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TPHCM",25,5,1,0,1,0,0,0,1,0
22042721,06/03/2023,Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM,"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",25,2.8,0,0,0,0,1,0,0,0
22042713,06/03/2023,Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",20,2.5,0,0,0,0,0,0,0,0
22043465,06/03/2023,Đường Thống Nhất, Phường 16, Quận Gò Vấp, TPHCM,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, TPHCM",28,3.8,0,0,0,0,1,1,0,0
22043425,06/03/2023,Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, TPHCM,"Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, TPHCM",25,3.9,0,0,0,0,0,0,0,1
22043433,06/03/2023,Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM,"Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",25,3.9,0,0,0,0,0,0,0,0
22041860,06/03/2023,Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TPHCM,"Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TPHCM",20,5.3,0,0,0,0,0,0,0,0
22044645,06/03/2023,Đường Phan Đăng Lưu, Phường 3, Quận Bình Thạnh, TPHCM,"Đường Phan Đăng Lưu, Phường 3, Quận Bình Thạnh, TPHCM",25,4,0,1,1,0,0,1,0,1
